problem   ,criterion ,notape,tape,ratio,routes,iterations,clients,maxroutes,current,total
 A-N32-K5  , RERF      ,1.217,2.961,2.43303204601479,18,30,32,1,15,30
 A-N32-K5  , RERF      ,1.109,3.294,2.9702434625789,16,28,32,1,16,30
 A-N32-K5  , RERF      ,0.794,2.213,2.78715365239295,16,23,32,1,17,30
 A-N32-K5  , RERF      ,1.505,4.285,2.84717607973422,19,35,32,1,18,30
 A-N32-K5  , RERF      ,0.881,2.321,2.63450624290579,13,23,32,1,19,30
 A-N32-K5  , RERF      ,0.969,2.647,2.73168214654283,17,25,32,1,20,30
 A-N32-K5  , RERF      ,1.228,3.297,2.68485342019544,19,28,32,1,21,30
 A-N32-K5  , RERF      ,1.094,2.968,2.71297989031079,17,30,32,1,22,30
 A-N32-K5  , RERF      ,0.926,2.582,2.78833693304536,13,26,32,1,23,30
 A-N32-K5  , RERF      ,0.823,2.275,2.76427703523694,16,25,32,1,24,30
 A-N32-K5  , RERF      ,1.111,2.973,2.67596759675968,13,30,32,1,25,30
 A-N32-K5  , RERF      ,1.171,3.443,2.9402220324509,16,27,32,1,26,30
 A-N32-K5  , RERF      ,0.928,2.767,2.98168103448276,15,23,32,1,27,30
 A-N32-K5  , RERF      ,1.241,3.693,2.97582594681708,15,31,32,1,28,30
 A-N32-K5  , RERF      ,1.057,2.766,2.61684011352886,14,25,32,1,29,30
 A-N32-K5  , RERF      ,1.254,3.409,2.71850079744817,17,30,32,1,30,30
 A-N32-K5  , RERF      ,0.689,1.964,2.85050798258345,4,17,32,0,1,30
 A-N32-K5  , RERF      ,0.875,2.334,2.66742857142857,4,19,32,0,2,30
 A-N32-K5  , RERF      ,0.788,2.375,3.01395939086294,4,17,32,0,3,30
 A-N32-K5  , RERF      ,0.689,1.94,2.81567489114659,4,15,32,0,4,30
 A-N32-K5  , RERF      ,1.032,2.621,2.53972868217054,4,20,32,0,5,30
 A-N32-K5  , RERF      ,0.919,2.535,2.75843307943417,4,20,32,0,6,30
 A-N32-K5  , RERF      ,0.852,2.27,2.66431924882629,4,18,32,0,7,30
 A-N32-K5  , RERF      ,0.922,2.786,3.02169197396963,4,18,32,0,8,30
 A-N32-K5  , RERF      ,0.936,2.388,2.55128205128205,4,19,32,0,9,30
 A-N32-K5  , RERF      ,0.871,3.025,3.47301951779564,4,20,32,0,10,30
 A-N32-K5  , RERF      ,0.757,2.053,2.71202113606341,4,16,32,0,11,30
 A-N32-K5  , RERF      ,0.686,1.959,2.85568513119534,4,16,32,0,12,30
 A-N32-K5  , RERF      ,0.996,3.119,3.13152610441767,4,21,32,0,13,30
 A-N32-K5  , RERF      ,1.196,3.53,2.95150501672241,4,19,32,0,14,30
 A-N32-K5  , RERF      ,1.042,2.689,2.58061420345489,4,16,32,0,15,30
 A-N32-K5  , RERF      ,1.302,3.249,2.49539170506912,4,20,32,0,16,30
 A-N32-K5  , RERF      ,1.293,3.303,2.55452436194896,4,20,32,0,17,30
 A-N32-K5  , RERF      ,0.887,2.363,2.66403607666291,4,15,32,0,18,30
 A-N32-K5  , RERF      ,1.075,2.659,2.47348837209302,4,18,32,0,19,30
 A-N32-K5  , RERF      ,1.118,2.685,2.40161001788909,4,18,32,0,20,30
 A-N32-K5  , RERF      ,1.143,2.96,2.58967629046369,4,18,32,0,21,30
 A-N32-K5  , RERF      ,0.955,2.657,2.78219895287958,4,17,32,0,22,30
 A-N32-K5  , RERF      ,1.204,3.379,2.80647840531561,4,21,32,0,23,30
 A-N32-K5  , RERF      ,0.889,2.907,3.26996625421822,4,18,32,0,24,30
 A-N32-K5  , RERF      ,1.425,3.427,2.40491228070175,4,20,32,0,25,30
 A-N32-K5  , RERF      ,1.107,3.507,3.1680216802168,4,19,32,0,26,30
 A-N32-K5  , RERF      ,0.843,3.55,4.21115065243179,4,19,32,0,27,30
 A-N32-K5  , RERF      ,0.83,2.411,2.90481927710843,4,17,32,0,28,30
 A-N32-K5  , RERF      ,0.967,2.506,2.59152016546019,4,19,32,0,29,30
 A-N32-K5  , RERF      ,1.017,2.813,2.76597836774828,4,23,32,0,30,30
 A-N32-K5  , REREG     ,1.216,2.014,1.65625,17,18,32,1,1,30
 A-N32-K5  , REREG     ,2.685,4.58,1.70577281191806,13,23,32,1,2,30
 A-N32-K5  , REREG     ,1.268,2.111,1.66482649842271,19,20,32,1,3,30
 A-N32-K5  , REREG     ,1.69,2.985,1.76627218934911,18,23,32,1,4,30
 A-N32-K5  , REREG     ,1.696,3.009,1.77417452830189,16,19,32,1,5,30
 A-N32-K5  , REREG     ,1.165,2.116,1.81630901287554,18,19,32,1,6,30
 A-N32-K5  , REREG     ,1.079,1.888,1.74976830398517,17,17,32,1,7,30
 A-N32-K5  , REREG     ,1.453,2.501,1.72126634549209,18,20,32,1,8,30
 A-N32-K5  , REREG     ,1.749,3.09,1.76672384219554,17,23,32,1,9,30
 A-N32-K5  , REREG     ,1.595,2.42,1.51724137931034,17,17,32,1,10,30
 A-N32-K5  , REREG     ,0.482,0.911,1.89004149377593,21,17,32,1,11,30
 A-N32-K5  , REREG     ,2.091,3.4,1.6260162601626,13,20,32,1,12,30
 A-N32-K5  , REREG     ,1.317,2.316,1.75854214123007,17,21,32,1,13,30
 A-N32-K5  , REREG     ,1.013,1.964,1.93879565646594,19,18,32,1,14,30
 A-N32-K5  , REREG     ,1.129,1.959,1.73516386182462,18,20,32,1,15,30
 A-N32-K5  , REREG     ,1.569,2.702,1.72211599745061,16,23,32,1,16,30
 A-N32-K5  , REREG     ,1.795,3.233,1.80111420612813,16,21,32,1,17,30
 A-N32-K5  , REREG     ,1.579,2.354,1.49081697276757,19,23,32,1,18,30
 A-N32-K5  , REREG     ,3.973,6.368,1.60281902844198,13,24,32,1,19,30
 A-N32-K5  , REREG     ,1.389,2.44,1.75665946724262,17,20,32,1,20,30
 A-N32-K5  , REREG     ,1.131,2.238,1.97877984084881,19,23,32,1,21,30
 A-N32-K5  , REREG     ,1.633,2.668,1.63380281690141,17,21,32,1,22,30
 A-N32-K5  , REREG     ,3.279,5.874,1.79139981701738,13,24,32,1,23,30
 A-N32-K5  , REREG     ,1.381,2.803,2.0296886314265,16,20,32,1,24,30
 A-N32-K5  , REREG     ,3.506,5.089,1.45151169423845,13,25,32,1,25,30
 A-N32-K5  , REREG     ,2.352,3.007,1.27848639455782,16,22,32,1,26,30
 A-N32-K5  , REREG     ,3.276,6.002,1.83211233211233,15,24,32,1,27,30
 A-N32-K5  , REREG     ,3.254,5.461,1.67824216349109,15,23,32,1,28,30
 A-N32-K5  , REREG     ,4.16,7.358,1.76875,14,21,32,1,29,30
 A-N32-K5  , REREG     ,2.7,4.668,1.72888888888889,17,23,32,1,30,30
 A-N32-K5  , REREG     ,19.77,33.934,1.71643904906424,4,28,32,0,1,30
 A-N32-K5  , REREG     ,14.588,21.588,1.47984644913628,4,22,32,0,2,30
 A-N32-K5  , REREG     ,14.608,23.316,1.5961117196057,4,21,32,0,3,30
 A-N32-K5  , REREG     ,14.72,23.186,1.57513586956522,4,21,32,0,4,30
 A-N32-K5  , REREG     ,12.693,21.937,1.72827542740093,4,23,32,0,5,30
 A-N32-K5  , REREG     ,11.05,14.8,1.3393665158371,4,18,32,0,6,30
 A-N32-K5  , REREG     ,9.755,16.937,1.73623782675551,4,19,32,0,7,30
 A-N32-K5  , REREG     ,16.448,21.961,1.33517752918288,4,27,32,0,8,30
 A-N32-K5  , REREG     ,14.459,19.52,1.35002420637665,4,22,32,0,9,30
 A-N32-K5  , REREG     ,15.012,23.641,1.5748068212097,4,24,32,0,10,30
 A-N32-K5  , REREG     ,15.494,26.115,1.68549115786756,4,22,32,0,11,30
 A-N32-K5  , REREG     ,9.667,15.902,1.64497775938761,4,18,32,0,12,30
 A-N32-K5  , REREG     ,12.312,19.338,1.57066276803119,4,22,32,0,13,30
 A-N32-K5  , REREG     ,10.902,17.208,1.57842597688498,4,20,32,0,14,30
 A-N32-K5  , REREG     ,12.235,19.805,1.61871679607683,4,24,32,0,15,30
 A-N32-K5  , REREG     ,8.837,14.21,1.60801176869979,4,17,32,0,16,30
 A-N32-K5  , REREG     ,10.444,16.546,1.58425890463424,4,21,32,0,17,30
 A-N32-K5  , REREG     ,12.052,19.134,1.58762031198141,4,22,32,0,18,30
 A-N32-K5  , REREG     ,14.695,23.107,1.57243960530793,4,27,32,0,19,30
 A-N32-K5  , REREG     ,8.448,13.306,1.57504734848485,4,16,32,0,20,30
 A-N32-K5  , REREG     ,11.613,18.29,1.57495909756308,4,23,32,0,21,30
 A-N32-K5  , REREG     ,12.971,20.506,1.580911263588,4,25,32,0,22,30
 A-N32-K5  , REREG     ,12.505,19.873,1.58920431827269,4,25,32,0,23,30
 A-N32-K5  , REREG     ,9.476,15.174,1.60130856901646,4,19,32,0,24,30
 A-N32-K5  , REREG     ,10.426,16.318,1.56512564741991,4,20,32,0,25,30
 A-N32-K5  , REREG     ,12.122,19.234,1.58670186437882,4,23,32,0,26,30
 A-N32-K5  , REREG     ,11.594,18.04,1.55597722960152,4,22,32,0,27,30
 A-N32-K5  , REREG     ,11.701,18.593,1.58900948636869,4,23,32,0,28,30
 A-N32-K5  , REREG     ,13.381,21.006,1.56983782975861,4,25,32,0,29,30
 A-N32-K5  , REREG     ,11.387,18.115,1.59084921401598,4,22,32,0,30,30
 A-N37-K5  , RAB       ,0.002,0.005,2.5,16,6,37,1,2,30
 A-N37-K5  , RAB       ,0.007,0.008,1.14285714285714,14,8,37,1,3,30
 A-N37-K5  , RAB       ,0.003,0.008,2.66666666666667,19,6,37,1,4,30
 A-N37-K5  , RAB       ,0.002,0.002,1,20,3,37,1,5,30
 A-N37-K5  , RAB       ,0.001,0.001,1,18,1,37,1,6,30
 A-N37-K5  , RAB       ,0.002,0.002,1,22,2,37,1,7,30
 A-N37-K5  , RAB       ,0.01,0.022,2.2,13,12,37,1,8,30
 A-N37-K5  , RAB       ,0.005,0.009,1.8,19,8,37,1,9,30
 A-N37-K5  , RAB       ,0.011,0.03,2.72727272727273,13,14,37,1,10,30
 A-N37-K5  , RAB       ,0.006,0.008,1.33333333333333,17,11,37,1,11,30
 A-N37-K5  , RAB       ,0.002,0.007,3.5,19,6,37,1,12,30
 A-N37-K5  , RAB       ,0.003,0.008,2.66666666666667,15,7,37,1,13,30
 A-N37-K5  , RAB       ,0.002,0.002,1,20,3,37,1,14,30
 A-N37-K5  , RAB       ,0.005,0.015,3,18,11,37,1,15,30
 A-N37-K5  , RAB       ,0.002,0.003,1.5,20,6,37,1,16,30
 A-N37-K5  , RAB       ,0.006,0.006,1,19,8,37,1,17,30
 A-N37-K5  , RAB       ,0.003,0.004,1.33333333333333,21,5,37,1,18,30
 A-N37-K5  , RAB       ,0.002,0.005,2.5,19,7,37,1,19,30
 A-N37-K5  , RAB       ,0.005,0.006,1.2,16,7,37,1,20,30
 A-N37-K5  , RAB       ,0.004,0.008,2,19,7,37,1,21,30
 A-N37-K5  , RAB       ,0.004,0.008,2,20,9,37,1,22,30
 A-N37-K5  , RAB       ,0.001,0.002,2,19,3,37,1,23,30
 A-N37-K5  , RAB       ,0.007,0.014,2,19,11,37,1,24,30
 A-N37-K5  , RAB       ,0.003,0.004,1.33333333333333,15,6,37,1,25,30
 A-N37-K5  , RAB       ,0.006,0.009,1.5,18,7,37,1,26,30
 A-N37-K5  , RAB       ,0.006,0.017,2.83333333333333,14,10,37,1,27,30
 A-N37-K5  , RAB       ,0.006,0.021,3.5,14,11,37,1,28,30
 A-N37-K5  , RAB       ,0.007,0.008,1.14285714285714,13,8,37,1,29,30
 A-N37-K5  , RAB       ,0.001,0.002,2,25,2,37,1,30,30
 A-N37-K5  , RAB       ,0.02,0.07,3.5,4,23,37,0,1,30
 A-N37-K5  , RAB       ,0.018,0.06,3.33333333333333,4,20,37,0,2,30
 A-N37-K5  , RAB       ,0.019,0.061,3.21052631578947,4,21,37,0,3,30
 A-N37-K5  , RAB       ,0.02,0.05,2.5,4,18,37,0,4,30
 A-N37-K5  , RAB       ,0.017,0.071,4.17647058823529,4,21,37,0,5,30
 A-N37-K5  , RAB       ,0.016,0.08,5,4,19,37,0,6,30
 A-N37-K5  , RAB       ,0.019,0.095,5,4,24,37,0,7,30
 A-N37-K5  , RAB       ,0.018,0.071,3.94444444444444,4,21,37,0,8,30
 A-N37-K5  , RAB       ,0.019,0.073,3.84210526315789,4,23,37,0,9,30
 A-N37-K5  , RAB       ,0.02,0.049,2.45,4,18,37,0,10,30
 A-N37-K5  , RAB       ,0.018,0.064,3.55555555555556,4,20,37,0,11,30
 A-N37-K5  , RAB       ,0.022,0.057,2.59090909090909,4,19,37,0,12,30
 A-N37-K5  , RAB       ,0.024,0.055,2.29166666666667,4,20,37,0,13,30
 A-N37-K5  , RAB       ,0.018,0.072,4,4,24,37,0,14,30
 A-N37-K5  , RAB       ,0.023,0.055,2.39130434782609,4,20,37,0,15,30
 A-N37-K5  , RAB       ,0.025,0.061,2.44,4,20,37,0,16,30
 A-N37-K5  , RAB       ,0.025,0.059,2.36,4,21,37,0,17,30
 A-N37-K5  , RAB       ,0.025,0.058,2.32,4,21,37,0,18,30
 A-N37-K5  , RAB       ,0.023,0.061,2.65217391304348,4,22,37,0,19,30
 A-N37-K5  , RAB       ,0.027,0.053,1.96296296296296,4,20,37,0,20,30
 A-N37-K5  , RAB       ,0.016,0.054,3.375,4,20,37,0,21,30
 A-N37-K5  , RAB       ,0.015,0.046,3.06666666666667,4,16,37,0,22,30
 A-N37-K5  , RAB       ,0.023,0.059,2.56521739130435,4,19,37,0,23,30
 A-N37-K5  , RAB       ,0.018,0.051,2.83333333333333,4,17,37,0,24,30
 A-N37-K5  , RAB       ,0.024,0.057,2.375,4,21,37,0,25,30
 A-N37-K5  , RAB       ,0.024,0.056,2.33333333333333,4,20,37,0,26,30
 A-N37-K5  , RAB       ,0.023,0.05,2.17391304347826,4,17,37,0,27,30
 A-N37-K5  , RAB       ,0.025,0.063,2.52,4,20,37,0,28,30
 A-N37-K5  , RAB       ,0.02,0.07,3.5,4,23,37,0,29,30
 A-N37-K5  , RAB       ,0.022,0.049,2.22727272727273,4,16,37,0,30,30
 A-N37-K5  , RARB      ,0.208,0.519,2.49519230769231,23,36,37,1,1,30
 A-N37-K5  , RARB      ,0.174,0.475,2.72988505747126,16,38,37,1,2,30
 A-N37-K5  , RARB      ,0.113,0.333,2.94690265486726,14,27,37,1,3,30
 A-N37-K5  , RARB      ,0.143,0.363,2.53846153846154,19,27,37,1,4,30
 A-N37-K5  , RARB      ,0.209,0.529,2.5311004784689,20,40,37,1,5,30
 A-N37-K5  , RARB      ,0.167,0.455,2.72455089820359,18,35,37,1,6,30
 A-N37-K5  , RARB      ,0.191,0.474,2.48167539267016,22,34,37,1,7,30
 A-N37-K5  , RARB      ,0.172,0.752,4.37209302325581,13,39,37,1,8,30
 A-N37-K5  , RARB      ,0.177,0.422,2.38418079096045,19,33,37,1,9,30
 A-N37-K5  , RARB      ,0.16,0.436,2.725,13,38,37,1,10,30
 A-N37-K5  , RARB      ,0.153,0.418,2.73202614379085,17,33,37,1,11,30
 A-N37-K5  , RARB      ,0.214,0.542,2.53271028037383,19,41,37,1,12,30
 A-N37-K5  , RARB      ,0.161,0.42,2.60869565217391,15,35,37,1,13,30
 A-N37-K5  , RARB      ,0.207,0.532,2.57004830917874,20,40,37,1,14,30
 A-N37-K5  , RARB      ,0.152,0.417,2.74342105263158,18,32,37,1,15,30
 A-N37-K5  , RARB      ,0.187,0.481,2.57219251336898,20,36,37,1,16,30
 A-N37-K5  , RARB      ,0.19,0.459,2.41578947368421,19,32,37,1,17,30
 A-N37-K5  , RARB      ,0.187,0.579,3.09625668449198,21,33,37,1,18,30
 A-N37-K5  , RARB      ,0.276,0.781,2.82971014492754,19,53,37,1,19,30
 A-N37-K5  , RARB      ,0.14,0.375,2.67857142857143,16,31,37,1,20,30
 A-N37-K5  , RARB      ,0.183,0.492,2.68852459016393,19,36,37,1,21,30
 A-N37-K5  , RARB      ,0.175,0.456,2.60571428571429,20,34,37,1,22,30
 A-N37-K5  , RARB      ,0.207,0.625,3.01932367149758,19,41,37,1,23,30
 A-N37-K5  , RARB      ,0.193,0.497,2.57512953367876,19,37,37,1,24,30
 A-N37-K5  , RARB      ,0.145,0.406,2.8,15,34,37,1,25,30
 A-N37-K5  , RARB      ,0.17,0.448,2.63529411764706,18,36,37,1,26,30
 A-N37-K5  , RARB      ,0.167,0.47,2.81437125748503,14,38,37,1,27,30
 A-N37-K5  , RARB      ,0.165,0.454,2.75151515151515,14,39,37,1,28,30
 A-N37-K5  , RARB      ,0.124,0.339,2.73387096774194,13,28,37,1,29,30
 A-N37-K5  , RARB      ,0.224,0.555,2.47767857142857,25,36,37,1,30,30
 A-N37-K5  , RARB      ,0.071,0.244,3.43661971830986,4,25,37,0,1,30
 A-N37-K5  , RARB      ,0.06,0.214,3.56666666666667,4,21,37,0,2,30
 A-N37-K5  , RARB      ,0.086,0.269,3.12790697674419,4,27,37,0,3,30
 A-N37-K5  , RARB      ,0.074,0.24,3.24324324324324,4,25,37,0,4,30
 A-N37-K5  , RARB      ,0.06,0.205,3.41666666666667,4,21,37,0,5,30
 A-N37-K5  , RARB      ,0.082,0.268,3.26829268292683,4,28,37,0,6,30
 A-N37-K5  , RARB      ,0.074,0.249,3.36486486486486,4,26,37,0,7,30
 A-N37-K5  , RARB      ,0.068,0.224,3.29411764705882,4,23,37,0,8,30
 A-N37-K5  , RARB      ,0.086,0.277,3.22093023255814,4,29,37,0,9,30
 A-N37-K5  , RARB      ,0.081,0.26,3.20987654320988,4,27,37,0,10,30
 A-N37-K5  , RARB      ,0.083,0.278,3.34939759036145,4,29,37,0,11,30
 A-N37-K5  , RARB      ,0.076,0.259,3.40789473684211,4,27,37,0,12,30
 A-N37-K5  , RARB      ,0.074,0.24,3.24324324324324,4,25,37,0,13,30
 A-N37-K5  , RARB      ,0.082,0.265,3.23170731707317,4,28,37,0,14,30
 A-N37-K5  , RARB      ,0.088,0.293,3.32954545454545,4,31,37,0,15,30
 A-N37-K5  , RARB      ,0.069,0.234,3.39130434782609,4,24,37,0,16,30
 A-N37-K5  , RARB      ,0.068,0.233,3.42647058823529,4,24,37,0,17,30
 A-N37-K5  , RARB      ,0.077,0.26,3.37662337662338,4,27,37,0,18,30
 A-N37-K5  , RARB      ,0.073,0.242,3.31506849315068,4,23,37,0,19,30
 A-N37-K5  , RARB      ,0.059,0.208,3.52542372881356,4,21,37,0,20,30
 A-N37-K5  , RARB      ,0.077,0.259,3.36363636363636,4,27,37,0,21,30
 A-N37-K5  , RARB      ,0.073,0.251,3.43835616438356,4,26,37,0,22,30
 A-N37-K5  , RARB      ,0.079,0.267,3.37974683544304,4,28,37,0,23,30
 A-N37-K5  , RARB      ,0.062,0.213,3.43548387096774,4,22,37,0,24,30
 A-N37-K5  , RARB      ,0.108,0.353,3.26851851851852,4,37,37,0,25,30
 A-N37-K5  , RARB      ,0.065,0.223,3.43076923076923,4,23,37,0,26,30
 A-N37-K5  , RARB      ,0.073,0.241,3.3013698630137,4,25,37,0,27,30
 A-N37-K5  , RARB      ,0.088,0.295,3.35227272727273,4,31,37,0,28,30
 A-N37-K5  , RARB      ,0.073,0.251,3.43835616438356,4,26,37,0,29,30
 A-N37-K5  , RARB      ,0.063,0.214,3.3968253968254,4,22,37,0,30,30
 A-N37-K5  , RARAC     ,0.163,0.314,1.92638036809816,23,17,37,1,1,30
 A-N37-K5  , RARAC     ,0.214,0.415,1.9392523364486,16,23,37,1,2,30
 A-N37-K5  , RARAC     ,0.228,0.455,1.99561403508772,14,25,37,1,3,30
 A-N37-K5  , RARAC     ,0.196,0.385,1.96428571428571,19,21,37,1,4,30
 A-N37-K5  , RARAC     ,0.202,0.365,1.80693069306931,20,20,37,1,5,30
 A-N37-K5  , RARAC     ,0.228,0.468,2.05263157894737,18,24,37,1,6,30
 A-N37-K5  , RARAC     ,0.213,0.401,1.88262910798122,22,22,37,1,7,30
 A-N37-K5  , RARAC     ,0.216,0.425,1.96759259259259,13,23,37,1,8,30
 A-N37-K5  , RARAC     ,0.241,0.455,1.88796680497925,19,25,37,1,9,30
 A-N37-K5  , RARAC     ,0.268,0.556,2.07462686567164,13,30,37,1,10,30
 A-N37-K5  , RARAC     ,0.233,0.451,1.93562231759657,17,25,37,1,11,30
 A-N37-K5  , RARAC     ,0.208,0.399,1.91826923076923,19,22,37,1,12,30
 A-N37-K5  , RARAC     ,0.221,0.436,1.97285067873303,15,24,37,1,13,30
 A-N37-K5  , RARAC     ,0.172,0.329,1.91279069767442,20,18,37,1,14,30
 A-N37-K5  , RARAC     ,0.204,0.4,1.96078431372549,18,22,37,1,15,30
 A-N37-K5  , RARAC     ,0.197,0.383,1.94416243654822,20,21,37,1,16,30
 A-N37-K5  , RARAC     ,0.21,0.4,1.90476190476191,19,22,37,1,17,30
 A-N37-K5  , RARAC     ,0.233,0.463,1.98712446351931,21,24,37,1,18,30
 A-N37-K5  , RARAC     ,0.212,0.402,1.89622641509434,19,22,37,1,19,30
 A-N37-K5  , RARAC     ,0.223,0.438,1.96412556053812,16,24,37,1,20,30
 A-N37-K5  , RARAC     ,0.201,0.383,1.90547263681592,19,21,37,1,21,30
 A-N37-K5  , RARAC     ,0.21,0.402,1.91428571428571,20,22,37,1,22,30
 A-N37-K5  , RARAC     ,0.201,0.385,1.91542288557214,19,21,37,1,23,30
 A-N37-K5  , RARAC     ,0.228,0.441,1.93421052631579,19,24,37,1,24,30
 A-N37-K5  , RARAC     ,0.218,0.419,1.92201834862385,15,23,37,1,25,30
 A-N37-K5  , RARAC     ,0.167,0.332,1.98802395209581,18,18,37,1,26,30
 A-N37-K5  , RARAC     ,0.219,0.441,2.01369863013699,14,24,37,1,27,30
 A-N37-K5  , RARAC     ,0.25,0.496,1.984,14,27,37,1,28,30
 A-N37-K5  , RARAC     ,0.318,0.617,1.94025157232704,13,34,37,1,29,30
 A-N37-K5  , RARAC     ,0.146,0.308,2.10958904109589,25,15,37,1,30,30
 A-N37-K5  , RARAC     ,0.277,0.567,2.04693140794224,4,31,37,0,1,30
 A-N37-K5  , RARAC     ,0.239,0.499,2.08786610878661,4,27,37,0,2,30
 A-N37-K5  , RARAC     ,0.276,0.583,2.11231884057971,4,31,37,0,3,30
 A-N37-K5  , RARAC     ,0.296,0.603,2.03716216216216,4,33,37,0,4,30
 A-N37-K5  , RARAC     ,0.257,0.535,2.08171206225681,4,29,37,0,5,30
 A-N37-K5  , RARAC     ,0.278,0.569,2.04676258992806,4,31,37,0,6,30
 A-N37-K5  , RARAC     ,0.287,0.586,2.0418118466899,4,32,37,0,7,30
 A-N37-K5  , RARAC     ,0.221,0.462,2.09049773755656,4,25,37,0,8,30
 A-N37-K5  , RARAC     ,0.256,0.536,2.09375,4,29,37,0,9,30
 A-N37-K5  , RARAC     ,0.277,0.591,2.13357400722022,4,31,37,0,10,30
 A-N37-K5  , RARAC     ,0.213,0.441,2.07042253521127,4,24,37,0,11,30
 A-N37-K5  , RARAC     ,0.262,0.534,2.0381679389313,4,29,37,0,12,30
 A-N37-K5  , RARAC     ,0.212,0.445,2.09905660377358,4,24,37,0,13,30
 A-N37-K5  , RARAC     ,0.257,0.536,2.08560311284047,4,29,37,0,14,30
 A-N37-K5  , RARAC     ,0.266,0.551,2.07142857142857,4,30,37,0,15,30
 A-N37-K5  , RARAC     ,0.244,0.502,2.05737704918033,4,27,37,0,16,30
 A-N37-K5  , RARAC     ,0.312,0.641,2.05448717948718,4,35,37,0,17,30
 A-N37-K5  , RARAC     ,0.275,0.57,2.07272727272727,4,31,37,0,18,30
 A-N37-K5  , RARAC     ,0.251,0.516,2.05577689243028,4,28,37,0,19,30
 A-N37-K5  , RARAC     ,0.258,0.531,2.05813953488372,4,28,37,0,20,30
 A-N37-K5  , RARAC     ,0.241,0.5,2.0746887966805,4,27,37,0,21,30
 A-N37-K5  , RARAC     ,0.273,0.578,2.11721611721612,4,31,37,0,22,30
 A-N37-K5  , RARAC     ,0.23,0.482,2.09565217391304,4,26,37,0,23,30
 A-N37-K5  , RARAC     ,0.303,0.623,2.05610561056106,4,34,37,0,24,30
 A-N37-K5  , RARAC     ,0.294,0.604,2.05442176870748,4,33,37,0,25,30
 A-N37-K5  , RARAC     ,0.278,0.567,2.03956834532374,4,31,37,0,26,30
 A-N37-K5  , RARAC     ,0.248,0.521,2.1008064516129,4,28,37,0,27,30
 A-N37-K5  , RARAC     ,0.255,0.532,2.08627450980392,4,29,37,0,28,30
 A-N37-K5  , RARAC     ,0.409,0.845,2.06601466992665,4,46,37,0,29,30
 A-N37-K5  , RARAC     ,0.225,0.493,2.19111111111111,4,25,37,0,30,30
 A-N37-K5  , REF       ,0.002,0.002,1,23,2,37,1,1,30
 A-N37-K5  , REF       ,0.015,0.029,1.93333333333333,16,7,37,1,2,30
 A-N37-K5  , REF       ,0.026,0.072,2.76923076923077,14,10,37,1,3,30
 A-N37-K5  , REF       ,0.031,0.059,1.90322580645161,19,8,37,1,4,30
 A-N37-K5  , REF       ,0.002,0.003,1.5,20,3,37,1,5,30
 A-N37-K5  , REF       ,0.001,0.002,2,18,1,37,1,6,30
 A-N37-K5  , REF       ,0.002,0.002,1,22,2,37,1,7,30
 A-N37-K5  , REF       ,0.1,0.227,2.27,13,12,37,1,8,30
 A-N37-K5  , REF       ,0.009,0.014,1.55555555555556,19,8,37,1,9,30
 A-N37-K5  , REF       ,0.086,0.206,2.3953488372093,13,14,37,1,10,30
 A-N37-K5  , REF       ,0.017,0.022,1.29411764705882,17,10,37,1,11,30
 A-N37-K5  , REF       ,0.006,0.016,2.66666666666667,19,6,37,1,12,30
 A-N37-K5  , REF       ,0.011,0.026,2.36363636363636,15,7,37,1,13,30
 A-N37-K5  , REF       ,0.002,0.004,2,20,2,37,1,14,30
 A-N37-K5  , REF       ,0.015,0.027,1.8,18,6,37,1,15,30
 A-N37-K5  , REF       ,0.008,0.011,1.375,20,6,37,1,16,30
 A-N37-K5  , REF       ,0.007,0.017,2.42857142857143,19,7,37,1,17,30
 A-N37-K5  , REF       ,0.005,0.012,2.4,21,5,37,1,18,30
 A-N37-K5  , REF       ,0.006,0.011,1.83333333333333,19,5,37,1,19,30
 A-N37-K5  , REF       ,0.019,0.035,1.8421052631579,16,7,37,1,20,30
 A-N37-K5  , REF       ,0.009,0.011,1.22222222222222,19,7,37,1,21,30
 A-N37-K5  , REF       ,0.012,0.022,1.83333333333333,20,5,37,1,22,30
 A-N37-K5  , REF       ,0.004,0.006,1.5,19,3,37,1,23,30
 A-N37-K5  , REF       ,0.012,0.027,2.25,19,7,37,1,24,30
 A-N37-K5  , REF       ,0.01,0.012,1.2,15,6,37,1,25,30
 A-N37-K5  , REF       ,0.012,0.017,1.41666666666667,18,6,37,1,26,30
 A-N37-K5  , REF       ,0.064,0.154,2.40625,14,12,37,1,27,30
 A-N37-K5  , REF       ,0.065,0.157,2.41538461538462,14,11,37,1,28,30
 A-N37-K5  , REF       ,0.022,0.042,1.90909090909091,13,8,37,1,29,30
 A-N37-K5  , REF       ,0.002,0.003,1.5,25,2,37,1,30,30
 A-N37-K5  , REF       ,0.251,0.581,2.31474103585657,4,20,37,0,1,30
 A-N37-K5  , REF       ,0.251,0.57,2.27091633466135,4,19,37,0,2,30
 A-N37-K5  , REF       ,0.217,0.509,2.34562211981567,4,19,37,0,3,30
 A-N37-K5  , REF       ,0.208,0.492,2.36538461538461,4,19,37,0,4,30
 A-N37-K5  , REF       ,0.411,0.923,2.24574209245742,4,24,37,0,5,30
 A-N37-K5  , REF       ,0.279,0.611,2.18996415770609,4,21,37,0,6,30
 A-N37-K5  , REF       ,0.274,0.692,2.52554744525547,4,21,37,0,7,30
