problem   ,criterion ,notape,tape,ratio,routes,iterations,clients,maxroutes,current,total
 A-N33-K5  , REREG     ,1.434,2.48,1.72942817294282,16,22,33,1,25,30
 A-N33-K5  , REREG     ,1.324,2.28,1.72205438066465,16,20,33,1,26,30
 A-N33-K5  , REREG     ,1.153,1.992,1.72766695576756,17,18,33,1,27,30
 A-N33-K5  , REREG     ,1.812,3.022,1.66777041942605,15,18,33,1,28,30
 A-N33-K5  , REREG     ,2.671,4.555,1.70535380007488,12,23,33,1,29,30
 A-N33-K5  , REREG     ,1.22,2.059,1.68770491803279,18,20,33,1,30,30
 A-N33-K5  , REREG     ,14.093,21.946,1.55722699212375,4,24,33,0,1,30
 A-N33-K5  , REREG     ,13.179,20.569,1.56074057212232,4,22,33,0,2,30
 A-N33-K5  , REREG     ,11.223,17.754,1.58192996524993,4,19,33,0,3,30
 A-N33-K5  , REREG     ,11.532,17.873,1.54986125563649,4,19,33,0,4,30
 A-N33-K5  , REREG     ,11.177,17.712,1.58468283081328,4,19,33,0,5,30
 A-N33-K5  , REREG     ,13.862,21.762,1.5699033328524,4,24,33,0,6,30
 A-N33-K5  , REREG     ,13.522,21.12,1.56189912734803,4,22,33,0,7,30
 A-N33-K5  , REREG     ,11.258,17.702,1.57239296500267,4,19,33,0,8,30
 A-N33-K5  , REREG     ,14.201,22.096,1.55594676431237,4,23,33,0,9,30
 A-N33-K5  , REREG     ,13.45,20.943,1.55710037174721,4,23,33,0,10,30
 A-N33-K5  , REREG     ,15.165,23.636,1.55858885591823,4,25,33,0,11,30
 A-N33-K5  , REREG     ,12.238,18.988,1.55156071253473,4,19,33,0,12,30
 A-N33-K5  , REREG     ,13.159,20.584,1.56425260278137,4,22,33,0,13,30
 A-N33-K5  , REREG     ,11.228,17.492,1.55789098681867,4,19,33,0,14,30
 A-N33-K5  , REREG     ,12.156,18.911,1.55569266205989,4,20,33,0,15,30
 A-N33-K5  , REREG     ,11.13,17.689,1.58930817610063,4,19,33,0,16,30
 A-N33-K5  , REREG     ,13.935,21.823,1.56605669178328,4,23,33,0,17,30
 A-N33-K5  , REREG     ,11.602,17.988,1.55042234097569,4,18,33,0,18,30
 A-N33-K5  , REREG     ,14.76,23.062,1.56246612466125,4,24,33,0,19,30
 A-N33-K5  , REREG     ,13.01,20.344,1.56372021521906,4,22,33,0,20,30
 A-N33-K5  , REREG     ,15.957,24.876,1.55893965031021,4,27,33,0,21,30
 A-N33-K5  , REREG     ,10.688,16.706,1.56306137724551,4,18,33,0,22,30
 A-N33-K5  , REREG     ,14.657,22.808,1.55611653135021,4,25,33,0,23,30
 A-N33-K5  , REREG     ,15.542,24.85,1.59889332132287,4,27,33,0,24,30
 A-N33-K5  , REREG     ,13.555,21.232,1.56635927701955,4,22,33,0,25,30
 A-N33-K5  , REREG     ,14.603,22.829,1.56330890912826,4,25,33,0,26,30
 A-N33-K5  , REREG     ,12.948,20.267,1.56526104417671,4,22,33,0,27,30
 A-N33-K5  , REREG     ,17.192,27.268,1.5860865518846,4,30,33,0,28,30
 A-N33-K5  , REREG     ,16.826,26.42,1.57018899322477,4,28,33,0,29,30
 A-N33-K5  , REREG     ,13.453,20.982,1.55965212220323,4,22,33,0,30,30
 A-N33-K6  , RAB       ,0.061,0.034,0.557377049180328,20,3,33,1,1,30
 A-N33-K6  , RAB       ,0.003,0.003,1,19,5,33,1,2,30
 A-N33-K6  , RAB       ,0.003,0.005,1.66666666666667,13,6,33,1,3,30
 A-N33-K6  , RAB       ,0.002,0.003,1.5,19,3,33,1,4,30
 A-N33-K6  , RAB       ,0.001,0.003,3,16,4,33,1,5,30
 A-N33-K6  , RAB       ,0.002,0.004,2,17,4,33,1,6,30
 A-N33-K6  , RAB       ,0.001,0.002,2,19,3,33,1,7,30
 A-N33-K6  , RAB       ,0.002,0.003,1.5,15,6,33,1,8,30
 A-N33-K6  , RAB       ,0.001,0.001,1,22,3,33,1,9,30
 A-N33-K6  , RAB       ,0.001,0.002,2,16,4,33,1,10,30
 A-N33-K6  , RAB       ,0.002,0.003,1.5,17,3,33,1,11,30
 A-N33-K6  , RAB       ,0.004,0.005,1.25,16,7,33,1,12,30
 A-N33-K6  , RAB       ,0.002,0.004,2,14,5,33,1,13,30
 A-N33-K6  , RAB       ,0.002,0.014,7,17,6,33,1,14,30
 A-N33-K6  , RAB       ,0.002,0.004,2,13,6,33,1,15,30
 A-N33-K6  , RAB       ,0.004,0.004,1,12,6,33,1,16,30
 A-N33-K6  , RAB       ,0.004,0.009,2.25,14,9,33,1,17,30
 A-N33-K6  , RAB       ,0.003,0.003,1,18,4,33,1,18,30
 A-N33-K6  , RAB       ,0.002,0.005,2.5,17,5,33,1,19,30
 A-N33-K6  , RAB       ,0.001,0.005,5,14,6,33,1,21,30
 A-N33-K6  , RAB       ,0.001,0.002,2,17,4,33,1,22,30
 A-N33-K6  , RAB       ,0.002,0.003,1.5,17,5,33,1,23,30
 A-N33-K6  , RAB       ,0.002,0.002,1,22,3,33,1,24,30
 A-N33-K6  , RAB       ,0.002,0.005,2.5,16,4,33,1,25,30
 A-N33-K6  , RAB       ,0.004,0.01,2.5,20,6,33,1,26,30
 A-N33-K6  , RAB       ,0.002,0.007,3.5,15,7,33,1,27,30
 A-N33-K6  , RAB       ,0.003,0.008,2.66666666666667,13,10,33,1,28,30
 A-N33-K6  , RAB       ,0.005,0.006,1.2,13,7,33,1,29,30
 A-N33-K6  , RAB       ,0.003,0.008,2.66666666666667,16,8,33,1,30,30
 A-N33-K6  , RAB       ,0.018,0.051,2.83333333333333,4,20,33,0,1,30
 A-N33-K6  , RAB       ,0.012,0.042,3.5,4,18,33,0,2,30
 A-N33-K6  , RAB       ,0.014,0.048,3.42857142857143,4,19,33,0,3,30
 A-N33-K6  , RAB       ,0.017,0.051,3,4,18,33,0,4,30
 A-N33-K6  , RAB       ,0.019,0.058,3.05263157894737,4,19,33,0,5,30
 A-N33-K6  , RAB       ,0.014,0.038,2.71428571428571,4,17,33,0,6,30
 A-N33-K6  , RAB       ,0.014,0.041,2.92857142857143,4,16,33,0,7,30
 A-N33-K6  , RAB       ,0.011,0.047,4.27272727272727,4,16,33,0,8,30
 A-N33-K6  , RAB       ,0.013,0.034,2.61538461538462,4,14,33,0,9,30
 A-N33-K6  , RAB       ,0.017,0.05,2.94117647058823,4,20,33,0,10,30
 A-N33-K6  , RAB       ,0.013,0.046,3.53846153846154,4,18,33,0,11,30
 A-N33-K6  , RAB       ,0.012,0.036,3,4,16,33,0,12,30
 A-N33-K6  , RAB       ,0.012,0.043,3.58333333333333,4,18,33,0,13,30
 A-N33-K6  , RAB       ,0.019,0.055,2.89473684210526,4,20,33,0,14,30
 A-N33-K6  , RAB       ,0.014,0.049,3.5,4,18,33,0,15,30
 A-N33-K6  , RAB       ,0.016,0.048,3,4,16,33,0,16,30
 A-N33-K6  , RAB       ,0.024,0.17,7.08333333333333,4,23,33,0,17,30
 A-N33-K6  , RAB       ,0.015,0.051,3.4,4,14,33,0,18,30
 A-N33-K6  , RAB       ,0.014,0.052,3.71428571428571,4,18,33,0,19,30
 A-N33-K6  , RAB       ,0.009,0.032,3.55555555555556,4,15,33,0,20,30
 A-N33-K6  , RAB       ,0.017,0.036,2.11764705882353,4,15,33,0,21,30
 A-N33-K6  , RAB       ,0.023,0.06,2.60869565217391,4,23,33,0,22,30
 A-N33-K6  , RAB       ,0.023,0.077,3.34782608695652,4,21,33,0,23,30
 A-N33-K6  , RAB       ,0.013,0.049,3.76923076923077,4,17,33,0,24,30
 A-N33-K6  , RAB       ,0.02,0.061,3.05,4,21,33,0,25,30
 A-N33-K6  , RAB       ,0.016,0.063,3.9375,4,21,33,0,26,30
 A-N33-K6  , RAB       ,0.02,0.053,2.65,4,16,33,0,27,30
 A-N33-K6  , RAB       ,0.009,0.053,5.88888888888889,4,13,33,0,28,30
 A-N33-K6  , RAB       ,0.017,0.053,3.11764705882353,4,18,33,0,29,30
 A-N33-K6  , RAB       ,0.015,0.041,2.73333333333333,4,16,33,0,30,30
 A-N33-K6  , RARB      ,0.166,0.429,2.58433734939759,20,31,33,1,1,30
 A-N33-K6  , RARB      ,0.122,0.354,2.90163934426229,19,25,33,1,2,30
 A-N33-K6  , RARB      ,0.088,0.269,3.05681818181818,13,22,33,1,3,30
 A-N33-K6  , RARB      ,0.123,0.327,2.65853658536585,19,25,33,1,4,30
 A-N33-K6  , RARB      ,0.133,0.38,2.85714285714286,16,29,33,1,5,30
 A-N33-K6  , RARB      ,0.163,0.362,2.22085889570552,17,28,33,1,6,30
 A-N33-K6  , RARB      ,0.149,0.457,3.06711409395973,19,29,33,1,7,30
 A-N33-K6  , RARB      ,0.122,0.368,3.01639344262295,15,28,33,1,8,30
 A-N33-K6  , RARB      ,0.161,0.381,2.36645962732919,22,27,33,1,9,30
 A-N33-K6  , RARB      ,0.145,0.385,2.6551724137931,16,31,33,1,10,30
 A-N33-K6  , RARB      ,0.131,0.362,2.76335877862595,17,27,33,1,11,30
 A-N33-K6  , RARB      ,0.101,0.289,2.86138613861386,16,19,33,1,12,30
 A-N33-K6  , RARB      ,0.12,0.365,3.04166666666667,14,27,33,1,13,30
 A-N33-K6  , RARB      ,0.112,0.308,2.75,17,24,33,1,14,30
 A-N33-K6  , RARB      ,0.112,0.333,2.97321428571429,13,25,33,1,15,30
 A-N33-K6  , RARB      ,0.1,0.3,3,12,25,33,1,16,30
 A-N33-K6  , RARB      ,0.093,0.285,3.06451612903226,14,23,33,1,17,30
 A-N33-K6  , RARB      ,0.11,0.306,2.78181818181818,18,23,33,1,18,30
 A-N33-K6  , RARB      ,0.122,0.337,2.76229508196721,17,26,33,1,19,30
 A-N33-K6  , RARB      ,0.163,0.401,2.4601226993865,21,28,33,1,20,30
 A-N33-K6  , RARB      ,0.094,0.267,2.84042553191489,14,22,33,1,21,30
 A-N33-K6  , RARB      ,0.137,0.342,2.4963503649635,17,27,33,1,22,30
 A-N33-K6  , RARB      ,0.137,0.394,2.87591240875912,17,27,33,1,23,30
 A-N33-K6  , RARB      ,0.187,0.542,2.89839572192513,22,32,33,1,24,30
 A-N33-K6  , RARB      ,0.13,0.371,2.85384615384615,16,29,33,1,25,30
 A-N33-K6  , RARB      ,0.156,0.412,2.64102564102564,20,30,33,1,26,30
 A-N33-K6  , RARB      ,0.115,0.314,2.7304347826087,15,25,33,1,27,30
 A-N33-K6  , RARB      ,0.107,0.32,2.99065420560748,13,26,33,1,28,30
 A-N33-K6  , RARB      ,0.114,0.331,2.90350877192982,13,28,33,1,29,30
 A-N33-K6  , RARB      ,0.129,0.371,2.87596899224806,16,24,33,1,30,30
 A-N33-K6  , RARB      ,0.077,0.265,3.44155844155844,4,22,33,0,1,30
 A-N33-K6  , RARB      ,0.102,0.314,3.07843137254902,4,29,33,0,2,30
 A-N33-K6  , RARB      ,0.077,0.256,3.32467532467532,4,27,33,0,3,30
 A-N33-K6  , RARB      ,0.067,0.26,3.88059701492537,4,22,33,0,4,30
 A-N33-K6  , RARB      ,0.121,0.319,2.63636363636364,4,27,33,0,5,30
 A-N33-K6  , RARB      ,0.112,0.353,3.15178571428571,4,28,33,0,6,30
 A-N33-K6  , RARB      ,0.083,0.272,3.27710843373494,4,25,33,0,7,30
 A-N33-K6  , RARB      ,0.097,0.317,3.2680412371134,4,30,33,0,8,30
 A-N33-K6  , RARB      ,0.094,0.3,3.19148936170213,4,29,33,0,9,30
 A-N33-K6  , RARB      ,0.117,0.39,3.33333333333333,4,37,33,0,10,30
 A-N33-K6  , RARB      ,0.081,0.265,3.2716049382716,4,25,33,0,11,30
 A-N33-K6  , RARB      ,0.082,0.249,3.03658536585366,4,25,33,0,12,30
 A-N33-K6  , RARB      ,0.1,0.277,2.77,4,24,33,0,13,30
 A-N33-K6  , RARB      ,0.112,0.391,3.49107142857143,4,31,33,0,14,30
 A-N33-K6  , RARB      ,0.1,0.316,3.16,4,29,33,0,15,30
 A-N33-K6  , RARB      ,0.072,0.239,3.31944444444444,4,23,33,0,16,30
 A-N33-K6  , RARB      ,0.08,0.286,3.575,4,25,33,0,17,30
 A-N33-K6  , RARB      ,0.069,0.231,3.34782608695652,4,22,33,0,18,30
 A-N33-K6  , RARB      ,0.129,0.394,3.05426356589147,4,34,33,0,19,30
 A-N33-K6  , RARB      ,0.084,0.314,3.73809523809524,4,25,33,0,20,30
 A-N33-K6  , RARB      ,0.099,0.328,3.31313131313131,4,31,33,0,21,30
 A-N33-K6  , RARB      ,0.061,0.202,3.31147540983607,4,19,33,0,22,30
 A-N33-K6  , RARB      ,0.087,0.273,3.13793103448276,4,25,33,0,23,30
 A-N33-K6  , RARB      ,0.078,0.252,3.23076923076923,4,24,33,0,24,30
 A-N33-K6  , RARB      ,0.123,0.371,3.01626016260163,4,33,33,0,25,30
 A-N33-K6  , RARB      ,0.114,0.386,3.3859649122807,4,31,33,0,26,30
 A-N33-K6  , RARB      ,0.125,0.391,3.128,4,37,33,0,27,30
 A-N33-K6  , RARB      ,0.078,0.26,3.33333333333333,4,25,33,0,28,30
 A-N33-K6  , RARB      ,0.114,0.385,3.37719298245614,4,32,33,0,29,30
 A-N33-K6  , RARB      ,0.102,0.336,3.29411764705882,4,26,33,0,30,30
 A-N33-K6  , RARAC     ,0.19,0.372,1.95789473684211,20,18,33,1,1,30
 A-N33-K6  , RARAC     ,0.182,0.352,1.93406593406593,19,17,33,1,2,30
 A-N33-K6  , RARAC     ,0.243,0.515,2.11934156378601,13,23,33,1,3,30
 A-N33-K6  , RARAC     ,0.262,0.458,1.74809160305344,19,23,33,1,4,30
 A-N33-K6  , RARAC     ,0.23,0.458,1.99130434782609,16,19,33,1,5,30
 A-N33-K6  , RARAC     ,0.225,0.444,1.97333333333333,17,19,33,1,6,30
 A-N33-K6  , RARAC     ,0.185,0.363,1.96216216216216,19,16,33,1,7,30
 A-N33-K6  , RARAC     ,0.263,0.519,1.97338403041825,15,22,33,1,8,30
 A-N33-K6  , RARAC     ,0.16,0.312,1.95,22,15,33,1,9,30
 A-N33-K6  , RARAC     ,0.193,0.367,1.90155440414508,16,18,33,1,10,30
 A-N33-K6  , RARAC     ,0.186,0.339,1.82258064516129,17,17,33,1,11,30
 A-N33-K6  , RARAC     ,0.221,0.442,2,16,22,33,1,12,30
 A-N33-K6  , RARAC     ,0.213,0.423,1.98591549295775,14,21,33,1,13,30
 A-N33-K6  , RARAC     ,0.274,0.459,1.67518248175182,17,23,33,1,14,30
 A-N33-K6  , RARAC     ,0.211,0.423,2.00473933649289,13,21,33,1,15,30
 A-N33-K6  , RARAC     ,0.291,0.575,1.97594501718213,12,29,33,1,16,30
 A-N33-K6  , RARAC     ,0.219,0.416,1.89954337899543,14,21,33,1,17,30
 A-N33-K6  , RARAC     ,0.207,0.37,1.78743961352657,18,19,33,1,18,30
 A-N33-K6  , RARAC     ,0.226,0.449,1.98672566371681,17,22,33,1,19,30
 A-N33-K6  , RARAC     ,0.161,0.319,1.98136645962733,21,16,33,1,20,30
 A-N33-K6  , RARAC     ,0.149,0.299,2.00671140939597,14,15,33,1,21,30
 A-N33-K6  , RARAC     ,0.183,0.372,2.0327868852459,17,18,33,1,22,30
 A-N33-K6  , RARAC     ,0.155,0.304,1.96129032258065,17,15,33,1,23,30
 A-N33-K6  , RARAC     ,0.185,0.342,1.84864864864865,22,17,33,1,24,30
 A-N33-K6  , RARAC     ,0.191,0.354,1.85340314136126,16,18,33,1,25,30
 A-N33-K6  , RARAC     ,0.223,0.398,1.7847533632287,20,20,33,1,26,30
 A-N33-K6  , RARAC     ,0.238,0.449,1.88655462184874,15,22,33,1,27,30
 A-N33-K6  , RARAC     ,0.197,0.417,2.11675126903553,13,20,33,1,28,30
 A-N33-K6  , RARAC     ,0.276,0.535,1.93840579710145,13,27,33,1,29,30
 A-N33-K6  , RARAC     ,0.21,0.418,1.99047619047619,16,21,33,1,30,30
 A-N33-K6  , RARAC     ,0.315,0.643,2.04126984126984,4,28,33,0,1,30
 A-N33-K6  , RARAC     ,0.279,0.617,2.21146953405018,4,25,33,0,2,30
 A-N33-K6  , RARAC     ,0.224,0.477,2.12946428571429,4,23,33,0,3,30
 A-N33-K6  , RARAC     ,0.235,0.478,2.03404255319149,4,24,33,0,4,30
 A-N33-K6  , RARAC     ,0.187,0.375,2.00534759358289,4,18,33,0,5,30
 A-N33-K6  , RARAC     ,0.297,0.697,2.34680134680135,4,26,33,0,6,30
 A-N33-K6  , RARAC     ,0.255,0.549,2.15294117647059,4,27,33,0,7,30
 A-N33-K6  , RARAC     ,0.228,0.507,2.22368421052632,4,23,33,0,8,30
 A-N33-K6  , RARAC     ,0.24,0.525,2.1875,4,24,33,0,9,30
 A-N33-K6  , RARAC     ,0.363,0.783,2.15702479338843,4,36,33,0,10,30
 A-N33-K6  , RARAC     ,0.277,0.603,2.17689530685921,4,28,33,0,11,30
 A-N33-K6  , RARAC     ,0.262,0.572,2.18320610687023,4,27,33,0,12,30
 A-N33-K6  , RARAC     ,0.198,0.422,2.13131313131313,4,20,33,0,13,30
 A-N33-K6  , RARAC     ,0.313,0.632,2.01916932907348,4,30,33,0,14,30
 A-N33-K6  , RARAC     ,0.281,0.65,2.31316725978648,4,29,33,0,15,30
 A-N33-K6  , RARAC     ,0.303,0.665,2.19471947194719,4,30,33,0,16,30
 A-N33-K6  , RARAC     ,0.405,0.846,2.08888888888889,4,38,33,0,17,30
 A-N33-K6  , RARAC     ,0.201,0.421,2.09452736318408,4,20,33,0,18,30
 A-N33-K6  , RARAC     ,0.222,0.48,2.16216216216216,4,23,33,0,19,30
 A-N33-K6  , RARAC     ,0.248,0.54,2.17741935483871,4,25,33,0,20,30
 A-N33-K6  , RARAC     ,0.214,0.452,2.11214953271028,4,22,33,0,21,30
 A-N33-K6  , RARAC     ,0.294,0.613,2.08503401360544,4,30,33,0,22,30
 A-N33-K6  , RARAC     ,0.277,0.571,2.06137184115523,4,27,33,0,23,30
 A-N33-K6  , RARAC     ,0.243,0.47,1.93415637860082,4,23,33,0,24,30
 A-N33-K6  , RARAC     ,0.339,0.731,2.15634218289086,4,35,33,0,25,30
 A-N33-K6  , RARAC     ,0.297,0.624,2.1010101010101,4,31,33,0,26,30
 A-N33-K6  , RARAC     ,0.237,0.447,1.88607594936709,4,22,33,0,27,30
 A-N33-K6  , RARAC     ,0.216,0.543,2.51388888888889,4,23,33,0,28,30
 A-N33-K6  , RARAC     ,0.282,0.621,2.20212765957447,4,29,33,0,29,30
 A-N33-K6  , RARAC     ,0.271,0.568,2.09594095940959,4,28,33,0,30,30
 A-N33-K6  , REF       ,0.003,0.01,3.33333333333333,20,3,33,1,1,30
 A-N33-K6  , REF       ,0.006,0.02,3.33333333333333,19,5,33,1,2,30
 A-N33-K6  , REF       ,0.014,0.03,2.14285714285714,13,6,33,1,3,30
 A-N33-K6  , REF       ,0.002,0.004,2,19,3,33,1,4,30
 A-N33-K6  , REF       ,0.008,0.01,1.25,16,4,33,1,5,30
 A-N33-K6  , REF       ,0.004,0.009,2.25,17,4,33,1,6,30
 A-N33-K6  , REF       ,0.004,0.005,1.25,19,3,33,1,7,30
 A-N33-K6  , REF       ,0.012,0.019,1.58333333333333,15,6,33,1,8,30
 A-N33-K6  , REF       ,0.004,0.008,2,22,3,33,1,9,30
 A-N33-K6  , REF       ,0.003,0.006,2,16,4,33,1,10,30
 A-N33-K6  , REF       ,0.006,0.007,1.16666666666667,17,3,33,1,11,30
 A-N33-K6  , REF       ,0.007,0.019,2.71428571428571,16,5,33,1,12,30
 A-N33-K6  , REF       ,0.006,0.018,3,14,5,33,1,13,30
 A-N33-K6  , REF       ,0.023,0.046,2,17,6,33,1,14,30
 A-N33-K6  , REF       ,0.022,0.035,1.59090909090909,13,6,33,1,15,30
 A-N33-K6  , REF       ,0.013,0.041,3.15384615384615,12,6,33,1,16,30
 A-N33-K6  , REF       ,0.021,0.05,2.38095238095238,14,9,33,1,17,30
 A-N33-K6  , REF       ,0.005,0.01,2,18,4,33,1,18,30
 A-N33-K6  , REF       ,0.007,0.008,1.14285714285714,17,5,33,1,19,30
 A-N33-K6  , REF       ,0.001,0.002,2,21,1,33,1,20,30
 A-N33-K6  , REF       ,0.006,0.015,2.5,14,5,33,1,21,30
 A-N33-K6  , REF       ,0.003,0.01,3.33333333333333,17,4,33,1,22,30
 A-N33-K6  , REF       ,0.012,0.019,1.58333333333333,17,5,33,1,23,30
 A-N33-K6  , REF       ,0.003,0.004,1.33333333333333,22,3,33,1,24,30
 A-N33-K6  , REF       ,0.004,0.01,2.5,16,4,33,1,25,30
 A-N33-K6  , REF       ,0.007,0.014,2,20,5,33,1,26,30
 A-N33-K6  , REF       ,0.005,0.009,1.8,15,6,33,1,27,30
 A-N33-K6  , REF       ,0.022,0.052,2.36363636363636,13,12,33,1,28,30
 A-N33-K6  , REF       ,0.015,0.022,1.46666666666667,13,7,33,1,29,30
 A-N33-K6  , REF       ,0.014,0.035,2.5,16,8,33,1,30,30
 A-N33-K6  , REF       ,0.27,0.645,2.38888888888889,4,18,33,0,1,30
 A-N33-K6  , REF       ,0.211,0.559,2.64928909952607,4,15,33,0,2,30
 A-N33-K6  , REF       ,0.216,0.503,2.3287037037037,4,14,33,0,3,30
 A-N33-K6  , REF       ,0.311,0.737,2.36977491961415,4,15,33,0,4,30
 A-N33-K6  , REF       ,0.486,1.097,2.25720164609053,4,18,33,0,5,30
 A-N33-K6  , REF       ,0.144,0.344,2.38888888888889,4,12,33,0,6,30
 A-N33-K6  , REF       ,0.155,0.373,2.40645161290323,4,15,33,0,7,30
 A-N33-K6  , REF       ,0.258,0.607,2.35271317829457,4,14,33,0,8,30
 A-N33-K6  , REF       ,0.144,0.355,2.46527777777778,4,15,33,0,9,30
 A-N33-K6  , REF       ,0.195,0.471,2.41538461538462,4,16,33,0,10,30
 A-N33-K6  , REF       ,0.303,0.646,2.13201320132013,4,18,33,0,11,30
 A-N33-K6  , REF       ,0.196,0.524,2.6734693877551,4,16,33,0,12,30
 A-N33-K6  , REF       ,0.179,0.373,2.08379888268156,4,15,33,0,13,30
 A-N33-K6  , REF       ,0.328,0.741,2.25914634146341,4,16,33,0,14,30
 A-N33-K6  , REF       ,0.289,0.677,2.34256055363322,4,18,33,0,15,30
 A-N33-K6  , REF       ,0.39,0.88,2.25641025641026,4,17,33,0,16,30
 A-N33-K6  , REF       ,0.247,0.536,2.17004048582996,4,19,33,0,17,30
 A-N33-K6  , REF       ,0.221,0.485,2.19457013574661,4,14,33,0,18,30
 A-N33-K6  , REF       ,0.338,0.77,2.27810650887574,4,20,33,0,19,30
 A-N33-K6  , REF       ,0.137,0.335,2.44525547445255,4,13,33,0,20,30
 A-N33-K6  , REF       ,0.333,0.737,2.21321321321321,4,14,33,0,21,30
 A-N33-K6  , REF       ,0.224,0.535,2.38839285714286,4,14,33,0,22,30
 A-N33-K6  , REF       ,0.178,0.411,2.30898876404494,4,17,33,0,23,30
 A-N33-K6  , REF       ,0.236,0.543,2.30084745762712,4,20,33,0,24,30
 A-N33-K6  , REF       ,0.224,0.571,2.54910714285714,4,16,33,0,25,30
 A-N33-K6  , REF       ,0.223,0.533,2.39013452914798,4,16,33,0,26,30
 A-N33-K6  , REF       ,0.188,0.41,2.18085106382979,4,14,33,0,27,30
 A-N33-K6  , REF       ,0.235,0.583,2.48085106382979,4,14,33,0,28,30
 A-N33-K6  , REF       ,0.153,0.344,2.2483660130719,4,14,33,0,29,30
 A-N33-K6  , REF       ,0.217,0.485,2.23502304147465,4,19,33,0,30,30
 A-N33-K6  , RERF      ,1.032,2.773,2.68701550387597,20,29,33,1,1,30
 A-N33-K6  , RERF      ,0.75,2.158,2.87733333333333,19,21,33,1,2,30
 A-N33-K6  , RERF      ,1.086,3.12,2.87292817679558,13,29,33,1,3,30
 A-N33-K6  , RERF      ,0.974,2.704,2.77618069815195,19,26,33,1,4,30
 A-N33-K6  , RERF      ,0.793,2.205,2.78058007566204,16,25,33,1,5,30
 A-N33-K6  , RERF      ,0.897,2.525,2.8149386845039,17,27,33,1,6,30
 A-N33-K6  , RERF      ,0.794,2.515,3.16750629722922,19,25,33,1,7,30
 A-N33-K6  , RERF      ,1.107,2.703,2.44173441734417,15,27,33,1,8,30
 A-N33-K6  , RERF      ,0.895,2.423,2.7072625698324,22,29,33,1,9,30
 A-N33-K6  , RERF      ,0.699,1.967,2.8140200286123,16,21,33,1,10,30
 A-N33-K6  , RERF      ,0.759,2.098,2.76416337285902,17,23,33,1,11,30
 A-N33-K6  , RERF      ,1.012,2.803,2.7697628458498,16,28,33,1,12,30
 A-N33-K6  , RERF      ,0.831,2.343,2.81949458483754,14,25,33,1,13,30
 A-N33-K6  , RERF      ,0.796,2.194,2.75628140703518,17,22,33,1,14,30
 A-N33-K6  , RERF      ,0.823,2.398,2.91373025516403,13,23,33,1,15,30
 A-N33-K6  , RERF      ,0.919,2.6,2.82916213275299,12,28,33,1,16,30
 A-N33-K6  , RERF      ,0.837,2.423,2.89486260454002,14,27,33,1,17,30
 A-N33-K6  , RERF      ,0.897,2.668,2.97435897435897,18,24,33,1,18,30
 A-N33-K6  , RERF      ,0.85,2.237,2.63176470588235,17,26,33,1,19,30
 A-N33-K6  , RERF      ,0.715,2.074,2.9006993006993,21,21,33,1,20,30
 A-N33-K6  , RERF      ,0.903,2.566,2.84163898117386,14,27,33,1,21,30
 A-N33-K6  , RERF      ,0.772,2.057,2.66450777202072,17,23,33,1,22,30
 A-N33-K6  , RERF      ,1.079,2.722,2.5227062094532,17,26,33,1,23,30
 A-N33-K6  , RERF      ,0.734,2.02,2.75204359673025,22,23,33,1,24,30
 A-N33-K6  , RERF      ,1.077,2.773,2.57474466109564,16,25,33,1,25,30
 A-N33-K6  , RERF      ,1.03,2.92,2.83495145631068,20,28,33,1,26,30
 A-N33-K6  , RERF      ,0.852,2.434,2.85680751173709,15,24,33,1,27,30
 A-N33-K6  , RERF      ,0.828,2.275,2.7475845410628,13,24,33,1,28,30
 A-N33-K6  , RERF      ,0.771,2.202,2.85603112840467,13,23,33,1,29,30
 A-N33-K6  , RERF      ,0.946,2.624,2.7737843551797,16,27,33,1,30,30
 A-N33-K6  , RERF      ,1.442,3.736,2.59084604715673,4,20,33,0,1,30
 A-N33-K6  , RERF      ,1.469,3.875,2.63784887678693,4,25,33,0,2,30
 A-N33-K6  , RERF      ,1.758,4.798,2.7292377701934,4,26,33,0,3,30
 A-N33-K6  , RERF      ,1.915,4.928,2.5733681462141,4,26,33,0,4,30
 A-N33-K6  , RERF      ,1.33,3.931,2.95563909774436,4,22,33,0,5,30
 A-N33-K6  , RERF      ,1.933,5.249,2.71546818416968,4,26,33,0,6,30
 A-N33-K6  , RERF      ,1.588,4.429,2.78904282115869,4,23,33,0,7,30
 A-N33-K6  , RERF      ,2.138,5.18,2.42282507015903,4,24,33,0,8,30
 A-N33-K6  , RERF      ,3.429,4.65,1.35608048993876,4,22,33,0,9,30
 A-N33-K6  , RERF      ,1.498,4.674,3.12016021361816,4,24,33,0,10,30
 A-N33-K6  , RERF      ,1.766,4.475,2.53397508493771,4,25,33,0,11,30
 A-N33-K6  , RERF      ,1.562,4.198,2.68758002560819,4,23,33,0,12,30
 A-N33-K6  , RERF      ,1.388,3.598,2.59221902017291,4,21,33,0,13,30
 A-N33-K6  , RERF      ,2.399,6.118,2.55022926219258,4,28,33,0,14,30
 A-N33-K6  , RERF      ,1.727,4.767,2.76027793862189,4,29,33,0,15,30
 A-N33-K6  , RERF      ,3.131,6.473,2.06739061002874,4,27,33,0,16,30
 A-N33-K6  , RERF      ,1.433,4.241,2.95952547103978,4,27,33,0,17,30
 A-N33-K6  , RERF      ,1.055,3.052,2.89289099526066,4,20,33,0,18,30
